Local time,Open,High,Low,Close,Volume
04.11.2022 22:00:00.000 GMT+0100,4.68448,4.68448,4.68448,4.68448,0
05.11.2022 22:00:00.000 GMT+0100,4.68448,4.68448,4.68448,4.68448,0
06.11.2022 23:00:00.000 GMT+0100,4.67659,4.69125,4.66705,4.66792,31659.09969999999
07.11.2022 23:00:00.000 GMT+0100,4.66227,4.69505,4.66227,4.68457,20260.450100000002
08.11.2022 23:00:00.000 GMT+0100,4.68457,4.71763,4.67429,4.71476,71294.95919999998
09.11.2022 23:00:00.000 GMT+0100,4.70057,4.72486,4.67505,4.68616,66544.6001
10.11.2022 23:00:00.000 GMT+0100,4.68382,4.69077,4.67015,4.68541,46129.3501
11.11.2022 23:00:00.000 GMT+0100,4.68541,4.68541,4.68541,4.68541,0
12.11.2022 23:00:00.000 GMT+0100,4.68541,4.68541,4.68541,4.68541,0
13.11.2022 23:00:00.000 GMT+0100,4.67355,4.71669,4.66751,4.70685,53577.49950000002
14.11.2022 23:00:00.000 GMT+0100,4.70533,4.74581,4.68095,4.72170,57071.7802
15.11.2022 23:00:00.000 GMT+0100,4.71824,4.78272,4.68195,4.69927,65265.720100000006
16.11.2022 23:00:00.000 GMT+0100,4.68554,4.71731,4.68253,4.70355,22113.330000000005
17.11.2022 23:00:00.000 GMT+0100,4.70343,4.71166,4.69185,4.69721,17396.4499
18.11.2022 23:00:00.000 GMT+0100,4.69721,4.69721,4.69721,4.69721,0
19.11.2022 23:00:00.000 GMT+0100,4.69721,4.69721,4.69721,4.69721,0
20.11.2022 23:00:00.000 GMT+0100,4.69385,4.71466,4.68941,4.69352,24282.500400000004
21.11.2022 23:00:00.000 GMT+0100,4.68830,4.71646,4.68830,4.70269,15490.029999999999
22.11.2022 23:00:00.000 GMT+0100,4.70145,4.71548,4.69088,4.69705,21594.930000000004
23.11.2022 23:00:00.000 GMT+0100,4.69464,4.70976,4.69111,4.69216,21495.399999999998
24.11.2022 23:00:00.000 GMT+0100,4.69001,4.69956,4.67942,4.68343,19304.8302
